label,message
normal,"tomarrow,final,hearing,on,my,laptop,case,so,i,can't"
normal,"please,tell,me,you,want,done,sportsx"
normal,"okay,no,no,just,shining,on,that,was,meant,to,be,signing,but,that,sounds,better"
normal,"although,i,told,you,that,i'm,into,big,face,watches,now,but,i,really,like,e,watch,you,gave,because,it's,from,you,thanks,for,everything,that,you,have,done,today,i'm,touched"
normal,"you,don't,remember,that,old,commercial"
normal,"too,late,i,said,i,have,the,website,i,didn't,i,have,or,dont,have,the,slippers"
normal,"i,asked,you,to,call,him,now,ok"
normal,"kallis,wont,bat,in,2nd,innings"
normal,"it,did,not,work,again,oh,ok,goodnight,then,i,will,fix,and,have,it,ready,by,the,time,you,wake,up,you,are,very,dearly,missed,have,a,good,night,sleep"
normal,"ranjith,cal,drpd,deeraj,and,deepak,five,min,hold"
normal,"when,yor,are,lovable,became,angry,wid,you,do,not,take,it,seriously,because,being,angry,is,the,most,childish,and,true,way,of,showing,deep,affection,care,n,luv,kettoda,manda,have,nice,day,da"
normal,"what,you,doinghow,are,you"
normal,"ups,which,is,three,days,also,and,the,shipping,company,that,takes,two,weeks,the,other,way,is,usps,which,takes,a,week,but,when,it,gets,to,lag,you,may,have,to,bribe,nipost,to,get,your,stuff"
normal,"i'm,back,lemme,know,when,you're,ready"
normal,"don't,necessarily,expect,it,to,be,done,before,you,get,back,though,because,i'm,just,now,heading,out"
normal,"mmm,so,yummy,babe,nice,jolt,to,the,suzy"
normal,"where,are,you,lover,i,need,you"
normal,"im,parked,next,to,a,mini,when,are,you,coming,in,today,do,you,think"
normal,yup
normal,"anyway,i'm,going,shopping,on,my,own,now,because,my,sister,not,done,yet,do,not,disturb,you,liao"
normal,"my,no,in,luton,0125698789,ring,me,if,your,around"
normal,"why,you,did,not,come,with,us"
normal,"same,wana,plan,a,trip,sometime,then"
normal,"not,sure,yet,still,trying,to,get,a,hold,of,him"
normal,"the,evo,i,just,had,to,download,flash,jealous"
normal,"come,to,me,we're,sorting,out,our,narcotics,situation"
normal,"night,has,ended,for,another,day,morning,has,come,in,a,special,way,may,you,smile,like,the,sunny,rays,and,leaves,your,worries,at,the,blue,blue,bay"
normal,"useful,i,guess,might,as,well,take,one,car"
normal,"no,objection,my,boyfriend,not,coming"
normal,thanx
normal,"tell,rob,to,mack,his,girlfriend,in,the,theater"
normal,"awesome,i'll,see,you,in,a,bit"
normal,"just,sent,it,so,what,type,of,food,do,you,like"
normal,"all,done,all,handed,in,celebrations,in,full,swing,yet"
normal,"you,got,called,a,tool"
normal,"when,you,miss,someone,the,person,is,definitely,special,for,you,but,if,the,person,is,so,special,why,to,miss,them,just,keepintouch,good,evening"
normal,"ok,i,asked,for,money,how,far"
normal,ok
normal,"yeah,i,think,my,usual,guy's,still,passed,out,from,last,night,if,you,get,ahold,of,anybody,let,me,know,and,i'll,throw,down"
normal,"ok,i,might,come,by,to,night,then,if,my,class,lets,out,early"
normal,"hi,baby,im,cruisin,with,my,girl,friend,what,are,you,up,to,give,me,a,call,in,and,hour,at,home,if,thats,alright,or,fone,me,on,this,fone,now,love,jenny,xxx"
normal,"my,life,means,a,lot,to,me,not,because,i,love,my,life,but,because,i,love,the,people,in,my,life,the,world,calls,them,friends,i,call,them,my,world"
normal,"dearshall,mail,to,nightbusy,in,the,streetshall,update,you,tonightthings,are,looking,okvarunnathu,edukkukayee,raksha,ollubut,a,good,one,in,real,sense"
normal,"hey,you,told,your,name,to,gautham,ah"
normal,"you,found,him,i,feel,so,stupid"
normal,"oops,for,got,that,bit"
normal,"are,you,this,much,buzy"
normal,"i,accidentally,deleted,the,message,resend,please"
normal,"unless,it's,a,situation,where,you,go,gurl,would,be,more,appropriate"
normal,"hurt,metease,memake,me,cry,but,and,the,end,of,my,life,when,i,die,please,keep,one,rose,on,my,grave,and,say,stupid,i,miss,you,have,a,nice,day"
normal,"i,cant,pick,the,phone,right,now,please,and,a,message"
normal,"need,a,coffee,run,tomocan't,believe,it's,that,time,of,week,already"
normal,"awesome,i,remember,the,last,time,we,got,somebody,high,for,the,first,time,with,diesel"
normal,"shit,that,is,really,shocking,and,scary,can,not,imagine,for,a,second,define,up,for,night,out,do,you,think,there,is,somewhere,i,could,crash,for,night,save,on,taxi"
normal,"oh,and,by,the,way,you,do,have,more,food,in,your,fridge,want,to,go,out,for,a,meal,tonight"
normal,"he,is,a,wondarfull,actor"
normal,"yup,from,what,i,remb,i,think,should,be,can,book"
normal,"just,ask,if,you,wanna,meet,up"
normal,"lol,yes,our,friendship,is,hanging,on,a,thread,because,you,won't,buy,stuff"
normal,"where,are,the,garage,keys,they,aren't,on,the,bookshelf"
normal,"today,is,accept,day,accept,me,as,brother,sister,lover,dear1,best1,clos1,lvblefrnd,jstfrnd,cutefrnd,lifpartnr,belovd,swtheart,bstfrnd,no,rply,means,enemy"
normal,"he,says,he'll,give,me,a,call,when,his,friend's,got,the,money,but,that,he's,definitely,buying,before,the,end,of,the,week"
normal,"hi,the,way,i,was,with,you,to,day,is,the,normal,waythis,is,the,real,me,you,are,uniquei,hope,i,know,you,for,the,rest,of,mylife,hope,you,find,won't,was,lost"
normal,"you,made,my,day,do,have,a,great,day,too"
normal,"ok,advance,happy,pongal"
normal,"hmmm,guess,we,can,go,for,kb,and,power,yogahaha,dunno,we,can,tahan,power,yoga,another,thanks,got,loose,forgot"
normal,"not,really,dude,have,no,friends,i'm,afraid"
normal,"coffee,cake,i,guess"
normal,"merry,christmas,to,you,too,babe,i,love,ya,kisses"
normal,"hey,why,don't,we,just,go,watch,xmen,and,have,lunch,haha"
normal,"could,you,tell,people,i,am,gonna,be,a,bit,late,because,to,buses,have,gone,past,because,they,were,full,im,still,waitin,4,1,pete,x"
normal,"that,would,be,great,we'll,be,at,the,guild,could,meet,on,bristol,road,or,somewhere,will,get,in,touch,over,weekend,our,plans,take,flight,have,a,good,week"
normal,"no,problem,how,are,you,doing"
normal,"no,callsmessagesmissed,calls"
normal,"hi,dahow,is,the,todays,class"
normal,"i'd,say,that's,a,good,sign,but,well,you,know,my,track,record,at,reading,women"
normal,"cool,text,me,when,you're,parked"
normal,"i'm,reading,the,text,i,just,sent,you,it's,meant,to,be,a,joke,so,read,it,in,that,light"
normal,"maybe,i,could,get,book,out,tomorrow,then,return,it,immediately,or,something"
normal,"tadaaaaa,i,am,home,babe,are,you,still,up"
normal,"cool,so,how,come,you,haven't,been,wined,and,dined,before"
normal,"just,sleepingand,surfing"
normal,"you,calling,me,right,call,my,hand,phone"
normal,"ok,that's,great,thanks,a,lot"
normal,"i,take,it,the,post,has,come,then,you,must,have,1000s,of,texts,now,happy,reading,my,one,from,wiv,hello,caroline,at,the,end,is,my,favourite,bless,him"
normal,"where,you,been,hiding,stranger"
normal,"am,not,interested,to,do,like,that"
normal,"my,sister,cleared,two,round,in,birla,soft,yesterday"
normal,"good,nighttakepractice,going,on"
normal,"this,is,yijue,i,just,saw,your,mail,in,case,huiming,haven't,sent,you,my,number,this,is,my,number"
normal,"one,small,prestige,problem,now"
normal,"just,checking,in,on,you,really,do,miss,seeing,jeremiah,do,have,a,great,month"
normal,"no,can't,help,you,there,i've,never,had,an,iphone"
normal,"if,you're,not,in,my,car,in,an,hour,and,a,half,i'm,going,apeshit"
normal,"today,is,sorry,day,if,ever,i,was,angry,with,you,if,ever,i,misbehaved,or,hurt,you,please,please,just,slap,youself,because,its,your,fault,i'm,basically,good"
normal,"yo,you,guys,ever,figure,out,how,much,we,need,for,alcohol,jay,and,i,are,trying,to,figure,out,how,much,we,can,safely,spend,on,weed"
normal,"ltgt,ish,minutes,was,five,minutes,ago,wtf"
normal,"thank,you,for,callingforgot,to,say,happy,onam,to,you,sirjii,am,fine,here,and,remembered,you,when,i,met,an,insurance,personmeet,you,in,qatar,insha,allahrakhesh,ex,tata,aig,who,joined,tisscotayseer"
normal,"i'm,an,actor,when,i,work,i,work,in,the,evening,and,sleep,late,since,i'm,unemployed,at,the,moment,i,always,sleep,late,when,you're,unemployed,every,day,is,saturday"
normal,"hello,just,got,here,st,andrewsboy,its,a,long,way,its,cold,i,will,keep,you,posted"
normal,"ha,ha,cool,cool,chikku,chikku"
normal,"oh,ok,no,prob"
normal,"check,audrey's,status,right,now"
normal,"busy,here,trying,to,finish,for,new,year,i,am,looking,forward,to,finally,meeting,you"
normal,"good,afternoon,sunshine,how,dawns,that,day,are,we,refreshed,and,happy,to,be,alive,do,we,breathe,in,the,air,and,smile,i,think,of,you,my,love,as,always"
normal,"well,i,know,z,will,take,care,of,me,so,no,worries"
normal,"cool,text,me,when,you're,ready"
normal,"hello,my,boytoy,geeee,i,miss,you,already,and,i,just,woke,up,i,wish,you,were,here,in,bed,with,me,cuddling,me,i,love,you"
normal,"i,will,spoil,you,in,bed,as,well"
normal,"i'm,going,for,bath,will,message,you,next,ltgt,min"
normal,"i,can't,keep,talking,to,people,if,am,not,sure,i,can,pay,them,if,they,agree,to,price,so,pls,tell,me,what,you,want,to,really,buy,and,how,much,you,are,willing,to,pay"
normal,"can,you,say,what,happend"
normal,"you,could,have,seen,mei,did't,recognise,you,face"
normal,"well,there's,not,a,lot,of,things,happening,in,lindsay,on,new,years,sighs,some,bars,in,ptbo,and,the,blue,heron,has,something,going"
normal,"keep,my,payasam,there,if,rinu,brings"
normal,"i,taught,that,ranjith,sir,called,me,so,only,i,sms,like,that,becaus,hes,verifying,about,project,prabu,told,today,so,only,pa,dont,mistake,me"
normal,"i,guess,that's,why,you,re,worried,you,must,know,that,there's,a,way,the,body,repairs,itself,and,i'm,quite,sure,you,shouldn't,worry,we'll,take,it,slow,first,the,tests,they,will,guide,when,your,ovulation,is,then,just,relax,nothing,you've,said,is,a,reason,to,worry,but,ill,keep,on,followin,you,up"
normal,"yeah,sure,give,me,a,couple,minutes,to,track,down,my,wallet"
normal,"hey,leave,it,not,a,big,deal,take,care"
normal,"hey,i,will,be,late,ah,meet,you,at,945"
normal,"it,took,mr,owl,three,licks"
normal,"customer,place,i,will,call,you"
normal,"mean,that,time,you,don't,like,fun"
normal,"yup,having,my,lunch,buffet,nowyou,eat,already"
normal,"huh,so,late,for,dinner"
normal,"hey,so,this,sat,are,we,going,for,the,intro,pilates,only,or,the,kickboxing,too"
normal,"morning,only,i,can,ok"
normal,"yes,i,think,so,i,am,in,office,but,my,lap,is,in,room,i,think,thats,on,for,the,last,few,days,i,didn't,shut,that,down"
normal,"pick,you,up,bout,730ish,what,time,are,and,that,going"
normal,"from,here,after,the,performance,award,is,calculated,every,two,monthnot,for,current,one,month,period"
normal,"was,actually,sleeping,and,still,might,when,you,call,back,so,a,text,is,great,you,rock,sister,will,send,you,a,text,when,i,wake"
normal,"you,are,always,putting,your,business,out,there,you,put,pictures,of,your,ass,on,facebook,you,are,one,of,the,most,open,people,i've,ever,met,why,would,i,think,a,picture,of,your,room,would,hurt,you,make,you,feel,violated"
normal,"good,evening,sir,al,salam,wahleykkumsharing,a,happy,newsby,the,grace,of,god,i,got,an,offer,from,tayseertissco,and,i,joinedhope,you,are,fineinshah,allahmeet,you,sometimerakheshvisitor,from,india"
normal,"hmmmokbut,i,want,to,change,the,field,quickly,dai,wanna,get,system,administrator,or,network,administrator"
normal,"dear,how,is,chechi,did,you,talk,to,her"
normal,"the,hair,cream,has,not,been,shipped"
normal,"none,of,that's,happening,til,you,get,here,though"
normal,"yep,the,great,loxahatchee,xmas,tree,burning,of,ltgt,starts,in,an,hour"
normal,"haha,get,used,to,driving,to,usefull,man,i,know,a,lot,of,stoners"
normal,"all,was,well,untill,slightly,disastrous,class,this,pm,with,my,favorite,darlings,hope,day,off,ok,coffee,would,be,good,as,can't,stay,late,tomorrow,same,time,place,as,always"
normal,"hello,good,week,fancy,a,drink,or,something,later"
normal,"because,i,want,it,to,be,your,thing"
normal,"okies,i'll,go,yan,jiu,too,we,can,skip,ard,oso,go,cine,den,go,mrt,one,blah,blah,blah"
normal,"bring,home,some,wendy"
normal,"what's,up,there,don't,you,want,to,sleep"
normal,"alright,i,have,a,new,goal,now"
normal,"alright,i'll,head,out,in,a,few,minutes,text,me,where,to,meet,you"
normal,"yesfrom,last,week,itself,i'm,taking,live,call"
normal,"siva,is,in,hostel,aha"
normal,"send,this,to,your,friends,and,receive,something,about,your,voice,how,is,my,speaking,expression,1childish,2naughty,3sentiment,4rowdy,5full,of,attitude,6romantic,7shy,8attractive,9funny,ltgt,irritating,ltgt,lovable,reply,me"
normal,"ok,she'll,be,ok,i,guess"
normal,"aathiwhere,are,you,dear"
normal,"any,pain,on,urination,any,thing,else"
normal,"seven,at,esplanade,do,ü,mind,giving,me,a,lift,cos,i,got,no,car,today"
normal,"i,want,to,buy,a,bmw,car,urgentlyits,very,urgentbut,have,a,shortage,of,ltgt,lacsthere,is,no,source,to,argument,distance,amt,ltgt,lacsthats,my,problem"
normal,"at,home,watching,tv,lor"
normal,"does,she,usually,take,fifteen,fucking,minutes,to,respond,to,a,yes,or,no,question"
normal,"the,message,sent,is,asking,for,ltgt,dollars,should,i,pay,ltgt,or,ltgt"
normal,"ask,g,or,iouri,i've,told,the,story,like,ten,times,already"
normal,"how,long,does,applebees,fucking,take"
normal,"hi,hope,you,get,this,textjourney,hasn't,been,goodnow,about,50,mins,late,i,think"
normal,"but,i,have,to,i,like,to,have,love,and,arrange"
normal,"yeshe,is,really,greatbhaji,told,kallis,best,cricketer,after,sachin,in,worldvery,tough,to,get,out"
normal,"you,were,supposed,to,wake,me,up,gt"
normal,"oic,i,saw,him,too,but,i,tought,he,did,not,see,me,i,found,a,group,liao"
normal,"hey,hey,we,are,the,monkees,people,say,we,monkeyaround,howdy,gorgeous,howu,doin,foundurself,a,jobyet,sausagelove,jen,xxx"
normal,"sorry,my,battery,died,i,can,come,by,but,i'm,only,getting,a,gram,for,now,where's,your,place"
normal,"well,done,blimey,exercise,yeah,i,kinda,remember,would,that,is,hmm"
normal,"i,wont,get,concentration,dear,you,know,you,are,my,mind,and,everything"
normal,"lol,have,you,made,plans,for,new,years"
normal,"ten,min,later,ok"
normal,"hanks,lotsly"
normal,"thanks,for,this,hope,you,had,a,good,day,today"
normal,"ok,what,are,detail,you,want,to,transferaccount,number,enough"
normal,"ok,i,will,tell,her,to,stay,out,yeah,its,been,tough,but,we,are,optimistic,things,will,improve,this,month"
normal,"si,si,i,think,ill,go,make,those,oreo,truffles"
normal,"look,at,amy,ure,a,beautiful,intelligent,woman,and,i,like,you,a,lot,i,know,you,don't,like,me,like,that,so,don't,worry"
normal,"i,hope,you,that's,the,result,of,being,consistently,intelligent,and,kind,start,asking,him,about,practicum,links,and,keep,your,ears,open,and,all,the,best"
normal,"that,call,cost,which,i,guess,isnt,bad,miss,ya,need,ya,want,ya,love,ya"
normal,"going,through,a,very,different,feeling,wavering,decisions,and,coping,up,with,the,same,is,the,same,individualtime,will,heal,everything,i,believe"
normal,"where,did,you,go,my,phone,is,gonna,die,you,have,to,stay,in,here"
normal,"sorry,i'll,call,later,ok,bye"
normal,"ok,i,am,on,the,way,to,railway"
normal,"they,don't,put,that,stuff,on,the,roads,to,keep,it,from,getting,slippery,over,there"
normal,"when,are,you,going,to,ride,your,bike"
normal,"yup,no,need,i'll,jus,wait,for,e,rain,to,stop"
normal,"there,are,many,company,tell,me,the,language"
normal,"how,long,has,it,been,since,you,screamed,princess"
normal,"ok,i'm,gonna,head,up,to,useful,in,like,fifteen,minutes"
normal,"love,you,aathilove,you,lot"
normal,"tension,ahwhat,machiany,problem"
normal,"ok,can,i,pick,up,another,8th,when,you're,done"
normal,"when're,you,guys,getting,back,g,said,you,were,thinking,about,not,staying,for,mcrnormla"
normal,"almost,there,see,you,in,a,second"
normal,"yo,carlos,a,few,friends,are,already,asking,me,about,you,you,working,at,all,this,weekend"
normal,"watching,tv,lor"
normal,"thank,you,baby,i,can't,wait,to,taste,the,real,thing"
normal,"you,should,change,your,fb"
normal,"if,we,win,its,really,no,1,side,for,long,time"
normal,"dear,reached,railway,what,happen,to,you"
normal,"depends,on,quality,if,you,want,the,type,i,sent,boye,faded,glory,then,about,6,if,you,want,ralphs,maybe,2"
normal,"i,think,i've,fixed,it,can,you,send,a,test,message"
normal,"sorry,man,my,account's,dry,or,i,would,if,you,want,we,could,trade,back,half,or,i,could,buy,some,shit,with,my,credit,card"
normal,"sorryin,meeting,i'll,call,later"
normal,"what,class,of,ltgt,reunion"
normal,"are,you,free,nowcan,i,call,now"
normal,"nope,think,i,will,go,for,it,on,monday,sorry,i,replied,so,late"
normal,"some,of,them,told,accenture,is,not,confirm,is,it,true"
normal,"kate,jackson,rec,center,before,seven,wish,right"
normal,"dear,i,have,reached,room"
normal,"fighting,with,the,world,is,easy,u,either,win,or,lose,bt,fightng,with,some1,who,is,close,to,u,is,dificult,if,u,lose,u,lose,if,u,win,u,still,lose"
normal,"when,can,you,come,out"
normal,"check,with,nuerologist"
normal,"lol,nice,i,went,from,a,fish,to,water"
normal,"you,should,know,now,so,how's,anthony,are,you,bringing,money,i've,school,fees,to,pay,and,rent,and,stuff,like,that,thats,why,i,need,your,help,a,friend,in,need"
normal,"what's,the,significance"
normal,"your,opinion,about,me,1,over,2,jada,3,kusruthi,4,lovable,5,silent,6,spl,character,7,not,matured,8,stylish,9,simple,pls,reply"
normal,"at,the,latest,g's,still,there,if,you,can,scrounge,up,some,ammo,and,want,to,give,the,new,ak,a,try"
normal,"prabhai'm,sorydarealyfrom,heart,i'm,sory"
normal,"lol,ok,your,forgiven"
normal,"nojust,change,that,only"
normal,"sono,competition,for,him"
normal,"shall,i,come,to,get,pickle"
normal,"were,gonna,get,some,tacos"
normal,"that's,very,rude,you,on,campus"
normal,"hi,i,won't,be,heard,for,christmas,but,do,enjoy,and,merry,x'mas"
normal,"yes,how,is,a,pretty,lady,like,you,single"
normal,"what,todaysundaysunday,is,holidayso,no,work"
normal,"goodnighttake,carepractice,going,on"
normal,"i'll,be,late"
normal,"i've,not,called,you,in,a,while,this,is,hoping,it,was,later,malaria,and,that,you,know,that,we,miss,you,guys,i,miss,bani,big,so,please,give,her,my,love,especially,have,a,great,day"
normal,"good,afternoon,my,love,how,goes,that,day,i,hope,maybe,you,got,some,leads,on,a,job,i,think,of,you,boy,toy,and,send,you,a,passionate,kiss,from,across,the,sea"
normal,"probably,gonna,be,here,for,a,while,see,you,later,tonight,lt"
normal,"or,maybe,my,fate,fingers,just,press,all,these,buttons,and,it,doesn't,know,what,to,do"
normal,"ummmmmaah,many,many,happy,returns,of,the,day,my,dear,sweet,heart,happy,birthday,dear"
normal,"i,am,in,tirupur,once,you,started,from,office,call,me"
normal,"but,i,am,going,to,college,pa,what,to,do,are,else,ill,come,there,it,self,pa"
normal,"4,o'clock,at,mine,just,to,bash,out,a,flat,plan"
normal,"this,girl,does,not,stay,in,bed,this,girl,doesn't,need,recovery,time,i,would,rather,pass,out,while,having,fun,then,be,cooped,up,in,bed"
normal,"then,any,special,there"
normal,"i,know,but,you,need,to,get,hotel,now,i,just,got,my,invitation,but,i,had,to,apologise,cali,is,to,sweet,for,me,to,come,to,some,english,bloke's,weddin"
normal,"sorry,that,took,so,long,omw,now"
normal,"wait,ltgt,min"
normal,"ok,give,me,5,minutes,i,think,i,see,her,btw,you're,my,alibi,you,were,cutting,my,hair,the,whole,time"
normal,"imagine,you,finally,get,to,sink,into,that,bath,after,i,have,put,you,through,your,paces,maybe,even,having,you,eat,me,for,a,while,before,i,left,but,also,imagine,the,feel,of,that,cage,on,your,cock,surrounded,by,the,bath,water,reminding,you,always,who,owns,you,enjoy,my,cuck"
normal,"hurry,up,i've,been,weeddeficient,for,like,three,days"
normal,"sure,if,i,get,an,acknowledgement,from,you,that,it's,astoundingly,tactless,and,generally,faggy,to,demand,a,blood,oath,fo"
normal,"ok,every,night,take,a,warm,bath,drink,a,cup,of,milk,and,you'll,see,a,work,of,magic,you,still,need,to,loose,weight,just,so,that,you,know"
normal,"ill,have,a,look,at,the,frying,pan,in,case,its,cheap,or,a,book,perhaps,no,thats,silly,a,frying,pan,isnt,likely,to,be,a,book"
normal,"o,well,you,have,causes,mutations,sunscreen,is,like,essential,thesedays"
normal,"having,lunchyou,are,not,in,onlinewhy"
normal,"i,know,that,my,friend,already,told,that"
normal,"hi,princess,thank,you,for,the,pictures,you,are,very,pretty,how,are,you"
normal,"aiyo,you,always,see,our,example,one,i,don't,about,me,she,haven,reply,first,time,u,reply,so,fast,y,so,lucky,not,workin,huh,got,bao,by,ur,sugardad,ahgee"
normal,"hi,message,mei'm,in,office"
normal,"thanks,for,e,brownie,it's,very,nice"
normal,"geeeee,i,love,you,so,much,i,can,barely,stand,it"
normal,"fuck,babe,i,miss,you,already,you,know,can't,you,let,me,send,you,some,money,towards,your,net,i,need,you,i,want,you,i,crave,you"
normal,"i,will,call,you,tommarow,at,ninish,with,my,address,that,icky,american,freek,won't,stop,callin,me,to,bad,jen,k,eh"
normal,"oooh,bed,ridden,eye,what,are,you,thinking,of"
normal,"so,anyways,you,can,just,go,to,your,gym,or,whatever,my,love,smiles,i,hope,your,ok,and,having,a,good,day,babe,i,miss,you,so,much,already"
normal,"love,it,daddy,will,make,you,scream,with,pleasure,i,am,going,to,slap,your,ass,with,my,dick"
normal,"would,you,wanna,do,then,missy"
normal,"yar,lor,wait,for,my,mum,to,finish,such,then,have,lunch,lor,i,whole,morning,stay,at,home,clean,my,room,now,my,room,quite,clean,hee"
normal,"do,you,know,where,my,lab,goggles,went"
normal,"can,you,open,the,door"
normal,"waiting,for,your,call"
normal,"nope,i,waiting,in,such,for,daddy"
normal,"i'm,tired,of,arguing,with,you,about,this,week,after,week,do,what,you,want,and,from,now,on,i'll,do,the,same"
normal,"you,wait,for,me,in,such,i,finish,ard"
normal,"arraneged,marriage,is,while,you,are,walking,unfortuntly,a,snake,bites,you,but,love,marriage,is,dancing,in,front,of,the,snake,amp,sayin,bite,me,bite,me"
normal,"huh,so,early,then,you,having,dinner,outside,izzit"
normal,"ok,anyway,no,need,to,change,with,what,you,said"
normal,"my,exwife,was,not,able,to,have,kids,do,you,want,kids,one,day"
normal,"so,how's,scotland,hope,you,are,not,over,showing,your,jjc,tendencies,take,care,live,the,dream"
normal,"tell,them,you,have,a,headache,and,just,want,to,use,1,hour,of,sick,time"
normal,"i,don't,think,i'll,quit,yet,hmmm,can,go,jazz,yogasana,oso,can,we,can,go,meet,em,after,our,lessons,den"
normal,"pete,can,you,please,ring,meive,hardly,gotany,credit"
normal,"ya,srsly,better,than,yi,tho"
normal,"i'm,in,a,meeting,call,me,later,at"
normal,"you,still,at,grand,prefix"
normal,"i,met,you,as,a,stranger,and,choose,you,as,my,friend,as,long,as,the,world,stands,our,friendship,never,ends,lets,be,friends,forever,good,night"
normal,"i,am,great,how,are,you"
normal,"good,morning,dear,have,a,nice,day"
normal,"will,do,was,exhausted,on,train,this,morning,too,much,wine,and,pie,you,sleep,well,too"
normal,"i'm,going,out,to,buy,mum's,present,ar"
normal,"mind,blastin,no,more,tsunamis,will,occur,from,now,on,rajnikant,stopped,swimming,in,indian,oceand"
normal,"if,you,sending,her,home,first,it's,ok,lor,i'm,not,ready,yet"
normal,"be,happy,there,i,will,come,after,noon"
normal,"meet,after,lunch,la"
normal,"take,care,and,get,well,soon"
normal,"what,i,meant,to,say,is,can't,wait,to,see,you,again,getting,bored,of,this,bridgwater,banter"
normal,"never,mind,it's,ok"
normal,"it's,fine,imma,get,a,drink,or,something,want,me,to,come,find,you"
normal,"it's,a,valentine,game,send,this,message,to,all,your,friends,if,5,answers,are,the,same,then,someone,really,loves,you,question,which,colour,suits,me,the,bestreply,me"
normal,"i,have,many,dependents"
normal,"thanks,today,cere,it,was,nice,to,catch,up,but,we,ave,to,find,more,time,more,often,oh,well,take,care,see,you,soon"
normal,"i,called,and,said,all,to,himthen,he,have,to,choose,this,future"
normal,"happy,valentines,day,i,know,its,early,but,i,have,hundreds,of,handsomes,and,beauties,to,wish,so,i,thought,to,finish,off,aunties,and,uncles,1st"
normal,"he,like,not,v,shock,leh,becouse,telling,shuhui,is,like,telling,leona,also,like,date,almost,all,know,liao,he,got,ask,me,about,your,reaction,lor"
normal,"for,my,family,happiness"
normal,"i,come,n,pick,you,up,come,out,immediately,after,your,lesson"
normal,"let,there,be,snow,let,there,be,snow,this,kind,of,weather,brings,people,together,so,friendships,can,grow"
normal,"dear,we,got,ltgt,dollars,hi,hi"
normal,"good,words,but,words,may,leave,you,in,dismay,many,times"
normal,"make,sure,alex,knows,his,birthday,is,over,in,fifteen,minutes,as,far,as,you're,concerned"
normal,"sorry,no,have,got,few,things,to,do,may,be,in,public,later"
normal,"nah,it's,straight,if,you,can,just,bring,but,or,drinks,or,something,that's,actually,a,little,more,useful,than,straight,cash"
normal,"haha,good,to,hear,i'm,officially,paid,and,on,the,market,for,an,8th"
normal,"how,many,licks,does,it,take,to,get,to,the,center,of,a,tootsie,pop"
normal,"yup,i,think,they,are,a,teacher,said,that,will,make,my,face,look,longer,darren,ask,me,not,2,cut,too,short"
normal,"please,don't,say,like,that,hi,hi,hi"
normal,"thank,you"
normal,"oh,that,was,a,forwarded,message,i,thought,you,send,that,to,me"
normal,"got,it,seventeen,pounds,for,seven,hundred,ml,hope,ok"
normal,"me,and,him,so,funny"
normal,"sweetheart,hope,you,are,not,having,that,kind,of,day,have,one,with,loads,of,reasons,to,smile,biola"
normal,"when,you,login,date,time,dad,fetching,you,home,now"
normal,"what,will,we,do,in,the,shower,baby"
normal,"i,had,askd,u,a,question,some,hours,before,its,answer"
normal,"well,i,am,definitely,need,to,restock,before,thanksgiving,i'll,let,you,know,when,i'm,out"
normal,"said,kiss,kiss,i,can't,do,the,sound,effects,he,is,a,gorgeous,man,isn't,he,kind,of,person,who,needs,a,smile,to,brighten,his,day"
normal,"probably,gonna,swing,by,in,a,wee,bit"
normal,"ya,very,nice,be,ready,on,thursday"
normal,"allo,we,have,braved,the,buses,and,taken,on,the,trains,and,triumphed,i,mean,were,in,bham,have,a,jolly,good,rest,of,week"
normal,"watching,cartoon,listening,music,amp,at,eve,had,to,go,temple,amp,church,what,about,you"
normal,"do,you,mind,if,i,ask,what,happened,you,don't,have,to,say,if,it,is,uncomfortable"
normal,"no,problem,i,will,send,to,your,email"
normal,"thats,cool,sometimes,slow,and,gentle,sometimes,rough,and,hard"
normal,"i'm,gonna,say,no,sorry,i,would,but,as,normal,am,starting,to,panic,about,time,sorry,again,are,you,seeing,on,tuesday"
normal,"wait,do,you,know,if,wesleys,in,town,i,bet,she,does,hella,drugs"
normal,"fine,i,miss,you,very,much"
normal,"did,you,got,that,persons,story"
normal,"tell,them,the,drug,dealer's,getting,impatient"
normal,"sun,can't,come,to,earth,but,send,l,as,rays,cloud,can't,come,to,river,but,send,luv,as,rain,i,can't,come,to,meet,you,but,can,send,my,care,as,message,to,you,good,evning"
normal,"you,will,be,in,the,place,of,that,man"
normal,"it,doesn't,make,sense,to,take,it,there,unless,its,free,if,you,need,to,know,more,wikipediacom"
normal,"under,the,sea,there,lays,a,rock,in,the,rock,there,is,an,envelope,in,the,envelope,there,is,a,paper,on,the,paper,there,are,3,words"
normal,"then,mum's,repent,how"
normal,"sorry,me,going,home,first,daddy,come,fetch,you,later"
normal,"leave,it,de,start,prepare,for,next"
normal,"yes,baby,we,can,study,all,the,positions,of,the,kama,sutra"
normal,"en,chikku,nange,bakra,msg,kalstiyathen,had,teacoffee"
normal,"carlos'll,be,here,in,a,minute,if,you,still,need,to,buy"
normal,"this,pay,is,ltdecimalgt,lakhs"
normal,"have,a,good,evening,title"
normal,"did,you,receive,my,message"
normal,"ho,ho,big,belly,laugh,see,ya,tomorrow"
normal,"ditto,and,you,won't,have,to,worry,about,me,saying,anything,to,you,anymore,like,i,said,last,night,you,do,whatever,you,want,and,i'll,do,the,same,peace"
